iter	RMSE
374	0.8447470428
375	0.8446772162
376	0.8446259896
377	0.8445704933
378	0.8444985638
379	0.8444103167
380	0.8443555659
381	0.8442856618
382	0.8442329013
383	0.8441633602
384	0.8441049022
385	0.8440525563
386	0.843988387
387	0.8439097446
388	0.8438660032
389	0.843803042
390	0.8437732128
391	0.8437188955
392	0.8436561749
393	0.8436062695
394	0.8435382809
395	0.8434881198
396	0.843429914
397	0.8433645825
398	0.8433020201
399	0.8432342401
400	0.8431795274
401	0.8431166087
402	0.8430575022
403	0.8430041838
404	0.8429487898
405	0.8429130555
406	0.8428410854
407	0.8427791205
408	0.8427238429
409	0.8426487362
410	0.8425644774
411	0.8424883674
412	0.8424281577
413	0.8423671422
414	0.8423224559
415	0.842268609
416	0.8421818128
417	0.8421120413
418	0.8420509134
419	0.841961271
420	0.8418830744
421	0.8418324934
422	0.8417675183
423	0.8417039046
424	0.8416255988
425	0.8415677481
426	0.841526298
427	0.8414733793
428	0.8414067554
429	0.8413492451
430	0.8413003873
431	0.8412126502
432	0.8411568619
433	0.8410987648
434	0.8410259134
435	0.8409629657
436	0.8408993442
437	0.8408297615
438	0.8407802241
439	0.8407608008
440	0.8407143293
441	0.8406508563
442	0.8406070133
443	0.8405650097
444	0.8405057658
445	0.840473765
446	0.8404084126
447	0.8403481734
448	0.8402937576
449	0.8402296254
450	0.8401861339
451	0.8401457256
452	0.8400872014
453	0.8400367788
454	0.8399739893
455	0.8399127333
456	0.8398702729
457	0.839828911
458	0.8397836448
459	0.8397237774
460	0.8396654413
461	0.8396029386
462	0.8395490106
463	0.839476128
464	0.8394187386
465	0.8393422172
466	0.8392931018
467	0.8392372732
468	0.8391938802
469	0.8391475431
470	0.8390916562
471	0.8390213375
472	0.8389553298
473	0.8389040775
474	0.8388643754
475	0.83880329
476	0.8387662505
477	0.8387035203
478	0.8386540171
479	0.8386058385
480	0.8385503059
481	0.8384902097
482	0.8384565451
483	0.8384063674
484	0.8383693297
485	0.8383117111
486	0.8382585784
487	0.8381993313
488	0.8381409651
489	0.8380916865
490	0.8380435648
491	0.8379796356
492	0.8379244394
493	0.8378847174
494	0.8378290758
495	0.8377830728
496	0.8377229795
497	0.8376529613
498	0.8376108838
499	0.8375609309
500	0.8375130397
501	0.8374755981
502	0.8374197481
503	0.8373571599
504	0.8373063422
505	0.8372295086
506	0.8371627474
507	0.8371205876
508	0.8370730718
509	0.8370177916
510	0.8369704397
511	0.8368912372
512	0.8368254354
513	0.8367884573
514	0.8367479064
515	0.8366651051
516	0.836614949
517	0.8365624022
518	0.8365161136
519	0.8364955705
520	0.8364413076
521	0.8363902196
522	0.8363349468
523	0.8362788614
524	0.8362283846
525	0.8361929573
526	0.8361450074
527	0.8360838529
528	0.8360206855
529	0.8359556061
530	0.8359102411
531	0.835844548
532	0.8358079908
533	0.8357769905
534	0.8357242784
535	0.8356871686
536	0.8356386756
537	0.8355841378
538	0.8355540348
539	0.8354884416
540	0.835437966
541	0.8353846409
542	0.8353435987
543	0.8352858643
544	0.8352357772
545	0.8351538928
546	0.8351126591
547	0.8350755934
548	0.8350219741
549	0.8349826619
550	0.8349243452
551	0.8348831957
552	0.834842904
553	0.8347716731
554	0.8347138964
555	0.8346697953
556	0.8346062456
557	0.8345563983
558	0.8344911059
559	0.8344314531
560	0.8343645444
561	0.834315732
562	0.8342701036
563	0.8342184437
564	0.83415675
565	0.8340888995
566	0.834037688
567	0.8339855419
568	0.833934746
569	0.8338797195
570	0.8338037055
571	0.8337609304
572	0.8336886941
573	0.8336224668
574	0.8335626896
575	0.833510799
576	0.8334535269
577	0.8334005512
578	0.8333535402
579	0.8332949452
580	0.833251815
581	0.8331988441
582	0.8331526596
583	0.8331020999
584	0.8330688014
585	0.8330230425
586	0.8329544512
587	0.8329145829
588	0.832869092
589	0.8327947036
590	0.8327535645
591	0.8327159617
592	0.8326643403
593	0.8326233818
594	0.8325464377
595	0.8324914633
596	0.8324427986
597	0.8323734577
598	0.8323255489
599	0.832273436
600	0.8322295997
601	0.8321853063
602	0.8321322771
603	0.8320825787
604	0.8320484117
605	0.8319965268
606	0.8319655879
607	0.8319117846
608	0.8318688576
609	0.8318195546
610	0.8317507257
611	0.8317033472
612	0.8316494572
613	0.831609581
614	0.8315307255
615	0.831488648
616	0.8314298603
617	0.8313736678
618	0.8313320302
619	0.8312874152
620	0.8312374667
621	0.831181868
622	0.8311236318
623	0.8310783214
624	0.8310269263
625	0.8309876583
626	0.8309241356
627	0.8308634155
628	0.8308292108
629	0.8307785539
630	0.8307286499
631	0.8306794258
632	0.8306135818
633	0.8305691762
634	0.8305222036
635	0.8304852376
636	0.8304271944
637	0.830382642
638	0.8303345839
639	0.8303045007
640	0.830242316
641	0.8301852203
642	0.8301307544
643	0.8300801249
644	0.8300272635
645	0.8299741277
646	0.8298970705
647	0.8298350454
648	0.8297721647
649	0.8297125261
650	0.8296508124
651	0.8295861418
652	0.8295202403
653	0.8294698707
654	0.8294270272
655	0.8293837572
656	0.8293329054
657	0.8292913449
658	0.8292286915
659	0.8291857615
660	0.829137036
661	0.8291062095
662	0.8290679643
663	0.8290096857
664	0.828947747
665	0.828905695
666	0.8288443754
667	0.8287994893
668	0.828757398
669	0.8286969984
670	0.8286503962
671	0.8286206931
672	0.8285830352
673	0.8285274207
674	0.8284734008
675	0.8284189087
676	0.828370838
677	0.8283277966
678	0.8282915214
679	0.8282552252
680	0.8282159163
681	0.8281548342
682	0.8281232298
683	0.8280795503
684	0.8280357729
685	0.8279800798
686	0.8279587408
687	0.8279136303
688	0.8278544019
689	0.8278291833
690	0.8277675312
691	0.8277022029
692	0.8276598249
693	0.8276172649
694	0.8275630877
695	0.8275062892
696	0.8274665334
697	0.8274083434
698	0.827362852
699	0.8272874323
700	0.8272314057
701	0.827185398
702	0.827129227
703	0.8270948638
704	0.8270409335
705	0.8269760026
706	0.8269274405
707	0.8268643331
708	0.8268111501
709	0.8267548113
710	0.8266996369
711	0.8266414471
712	0.8266027203
713	0.8265680086
714	0.8265299191
715	0.8264847516
716	0.8264527141
717	0.826395389
718	0.8263385598
719	0.8263006515
720	0.8262484712
721	0.8261950536
722	0.8261490567
723	0.8261107469
724	0.8260428532
725	0.8259883243
726	0.8259549712
727	0.8259223105
728	0.8258798014
729	0.8258314676
730	0.8257995543
731	0.8257470926
732	0.8257010716
733	0.825654979
734	0.825602645
735	0.8255522407
736	0.8255045805
737	0.8254483654
738	0.8254003985
739	0.8253502508
740	0.825303449
741	0.8252670545
742	0.8252119784
743	0.8251552964
744	0.8251109904
745	0.8250722592
746	0.8250166306
747	0.824975677
748	0.8249185386
749	0.824885959
750	0.824848311
751	0.8247758104
752	0.8247349456
753	0.8246771077
754	0.8246313354
755	0.8245552671
756	0.8245190685
757	0.8244836381
758	0.824419655
759	0.8243651189
760	0.8243341789
761	0.8242742974
762	0.8242392766
763	0.8241973071
764	0.8241530352
765	0.8241071648
766	0.8240661466
767	0.824026964
768	0.8239536051
769	0.8239030071
770	0.8238642345
771	0.8238042934
772	0.823775921
773	0.8237354577
774	0.8236849899
775	0.8236369938
776	0.8235799132
777	0.8235181552
778	0.8234532143
779	0.8233962547
780	0.8233527473
781	0.8233118415
782	0.8232526853
783	0.8232109733
784	0.8231620517
785	0.8230999807
786	0.8230335492
787	0.8230010279
788	0.8229617053
789	0.8229029656
790	0.8228499234
791	0.8227965956
792	0.8227735667
793	0.8227199031
794	0.8226757918
795	0.8226389107
796	0.8225807727
797	0.8225429055
798	0.8224955093
799	0.8224163533
800	0.8223734019
801	0.8223057367
802	0.8222393216
803	0.8221883897
804	0.8221049929
805	0.8220621286
806	0.8220243165
807	0.8219824207
808	0.8219334816
809	0.8218864864
810	0.821824948
811	0.8217977057
812	0.8217475257
813	0.8216975346
814	0.8216281741
815	0.8215735256
816	0.8215296435
817	0.8214845712
818	0.8214537548
819	0.8213937969
820	0.8213556701
821	0.8213075348
822	0.8212562876
823	0.8212154118
824	0.821166997
825	0.8211280357
826	0.8210606697
827	0.8209938869
828	0.8209508628
829	0.8208950404
830	0.8208693099
831	0.8208273312
832	0.8207891373
833	0.8207318653
834	0.8206944859
835	0.8206449009
836	0.8206010201
837	0.820536997
838	0.8205011252
839	0.8204610282
840	0.8203963281
841	0.8203511175
842	0.8203199173
843	0.8202916305
844	0.820257508
845	0.8202034938
846	0.8201546292
847	0.8201127928
848	0.8200519121
849	0.8199796129
850	0.8199286479
851	0.8198945788
852	0.8198358449
853	0.8197718596
854	0.819727007
855	0.8196620304
856	0.8196141769
857	0.8195574545
858	0.8195257899
859	0.8194717416
860	0.8194442629
861	0.8194117547
862	0.8193566626
863	0.8193263693
864	0.8192884505
865	0.8192335712
866	0.8191928764
867	0.81914384
868	0.8190978836
869	0.8190701342
870	0.8190193104
871	0.8189759275
872	0.8189005728
873	0.8188759499
874	0.8188402518
875	0.8187851251
876	0.8187360597
877	0.8186883664
878	0.8186370751
879	0.8185940551
880	0.8185368744
881	0.8184994834
882	0.8184467019
883	0.818401629
884	0.8183412256
885	0.8183089382
886	0.8182509045
887	0.8181902137
888	0.8181388125
889	0.8180975076
890	0.8180369192
891	0.8179747588
892	0.8179257706
893	0.8178765422
894	0.8178020754
895	0.8177714937
896	0.8177332404
897	0.8176713304
898	0.8176198204
899	0.8175826738
900	0.8175506018
901	0.8174830546
902	0.8174394043
903	0.8174090551
904	0.8173596864
905	0.8173139929
906	0.8172457628
907	0.8171839665
908	0.8171323155
909	0.8170875025
910	0.8170316748
911	0.8169599533
912	0.8169020497
913	0.8168704529
914	0.8168124255
915	0.8167726025
916	0.816716712
917	0.8166661309
918	0.8166158184
919	0.8165782611
920	0.816524653
921	0.8164791033
922	0.8164233622
923	0.8163808412
924	0.8163218788
925	0.8162740689
926	0.8162146297
927	0.8161636491
928	0.8161115695
929	0.8160611136
930	0.8160164061
931	0.8159778832
932	0.8159330093
933	0.8158855608
934	0.8158288271
935	0.8157703767
936	0.8156947724
937	0.8156296371
938	0.8155780256
939	0.8155222167
940	0.8154782484
941	0.8154200458
942	0.8153696801
943	0.8152970859
944	0.815255876
945	0.8152041831
946	0.8151750339
947	0.8151102567
948	0.8150710866
949	0.8150318876
950	0.8149902419
951	0.8149136644
952	0.814846931
953	0.8147821689
954	0.8147355842
955	0.8146940333
956	0.814662907
957	0.8146092871
958	0.8145749824
959	0.8145256961
960	0.8144573999
961	0.8143907204
962	0.8143435398
963	0.8143028122
964	0.8142432326
965	0.8142008549
966	0.8141547384
967	0.8141044407
968	0.8140651804
969	0.8140239222
970	0.8139608007
971	0.8139104186
972	0.8138607088
973	0.8138217419
974	0.8137763065
975	0.8137274102
976	0.8136752099
977	0.8136249152
978	0.8135825234
979	0.8135383787
980	0.8134788347
981	0.813407454
982	0.8133614467
983	0.8133083643
984	0.8132620761
985	0.8132213894
986	0.8131624224
987	0.8131156688
988	0.8130643665
989	0.8130145042
990	0.812962553
991	0.8129210555
992	0.8128690709
993	0.8127981357
994	0.8127328076
995	0.812689086
996	0.8126259714
997	0.8125810777
998	0.8125261608
999	0.8124863521
