iter	Logloss
178	0.381526346
179	0.3812041444
180	0.3809465105
181	0.3806099715
182	0.3800679888
183	0.379826654
184	0.3794968495
185	0.3793500331
186	0.3789874741
187	0.3785957011
188	0.3782384217
189	0.3778597812
190	0.3774784376
191	0.3772368813
192	0.3768287637
193	0.3765988326
194	0.3761492534
195	0.3757961011
196	0.3754713638
197	0.3750486185
198	0.3745677277
199	0.3743078592
200	0.3738401597
201	0.3735080278
202	0.3731562984
203	0.3728814477
204	0.3724961294
205	0.3724539374
206	0.3721532923
207	0.3717648806
208	0.3713955809
209	0.3712471909
210	0.3710808502
211	0.3705340007
212	0.3702601144
213	0.3701403619
214	0.369961717
215	0.3697374593
216	0.3694101011
217	0.3689549621
218	0.3687663757
219	0.3686177434
220	0.3684073388
221	0.3681579457
222	0.3679547748
223	0.367600139
224	0.3672507766
225	0.3670310708
226	0.3669239163
227	0.3667711657
228	0.3664772877
229	0.3661376091
230	0.3657577267
231	0.3655070067
232	0.3651121534
233	0.3648641676
234	0.3646261939
235	0.3644617127
236	0.3644358226
237	0.3641055048
238	0.3636613609
239	0.3634552957
240	0.363279872
241	0.362915247
242	0.362705282
243	0.3623899909
244	0.3622391402
245	0.3619760756
246	0.3619314003
247	0.3616253629
248	0.3614322774
249	0.3610864092
250	0.360861366
251	0.3605235142
252	0.3601457747
253	0.3600020804
254	0.3597962064
255	0.3596129482
256	0.3594212415
257	0.3592813904
258	0.35917127
259	0.3590002974
260	0.3587405891
261	0.3585275457
262	0.3583803532
263	0.3581556953
264	0.3579842034
265	0.3576749126
266	0.3574622336
267	0.357235113
268	0.3570787691
269	0.3569242228
270	0.3567490597
271	0.3566536079
272	0.3564032935
273	0.3562435877
274	0.3559506671
275	0.3558682588
276	0.3556970419
277	0.3555648918
278	0.3554011053
279	0.3552755335
280	0.3550210219
281	0.3547887456
282	0.3545992851
283	0.3545873441
284	0.3545292471
285	0.3541970366
286	0.3541410436
287	0.3540211155
288	0.353740826
289	0.3535967703
290	0.3533306757
291	0.3531261153
292	0.3529074261
293	0.3526996443
294	0.3525872324
295	0.3524362451
296	0.3523332371
297	0.351942562
298	0.3518501476
299	0.3517121433
300	0.3515865578
301	0.3513719928
302	0.3512929565
303	0.3511760576
304	0.3509587038
305	0.3508789896
306	0.3505944083
307	0.3503881054
308	0.3502086866
309	0.3500457997
310	0.3499039112
311	0.3496978022
312	0.3494209769
313	0.3492637774
314	0.349158431
315	0.3490264483
316	0.3488933598
317	0.3488864477
318	0.3487113101
319	0.3486087702
320	0.3485809365
321	0.3484201609
322	0.3480677633
323	0.3479159321
324	0.3478168807
325	0.3476343278
326	0.3474779893
327	0.347440411
328	0.3471373004
329	0.3471134989
330	0.3470139723
331	0.3469786483
332	0.3468926841
333	0.3465891992
334	0.3464411547
335	0.3463649485
336	0.3462285277
337	0.3461429591
338	0.3459667454
339	0.3457860876
340	0.3455257709
341	0.3453829439
342	0.3452737789
343	0.3450602138
344	0.344974704
345	0.3448585085
346	0.3447811743
347	0.3446472726
348	0.3445854264
349	0.3444300021
350	0.3443371646
351	0.3441294772
352	0.3440097697
353	0.3440040928
354	0.3439829257
355	0.3439770303
356	0.3439726297
357	0.3439064019
358	0.3437456428
359	0.3436632532
360	0.3434747432
361	0.343337675
362	0.3432508783
363	0.3431030447
364	0.3430319439
365	0.3428935179
366	0.3428841927
367	0.342731193
368	0.342716483
369	0.3426741834
370	0.3425418852
371	0.3422263694
372	0.3421584714
373	0.3420959886
374	0.3418481955
375	0.3417104982
376	0.3414986725
377	0.3411948919
378	0.3410189104
379	0.340878187
380	0.340708028
381	0.3405863075
382	0.3404362255
383	0.3403070096
384	0.3401725431
385	0.3399247362
386	0.3398771755
387	0.3398106188
388	0.3397092144
389	0.3395699722
390	0.3394292707
391	0.3393244578
392	0.3392529794
393	0.3391265814
394	0.3390656578
395	0.3389065944
396	0.3386963576
397	0.3386871382
398	0.3386211382
399	0.338271064
400	0.3380833246
401	0.3379907946
402	0.3377963477
403	0.3376363658
404	0.3374881939
405	0.3372704448
406	0.3371669998
407	0.3371271517
408	0.3370997705
409	0.3370725914
410	0.3369905498
411	0.3369663034
412	0.3368875329
413	0.336810797
414	0.3366272159
415	0.3365194857
416	0.3363811839
417	0.3363039028
418	0.3362399505
419	0.3361492461
420	0.3361011666
421	0.3359935745
422	0.3359004293
423	0.3358389874
424	0.3358298933
425	0.3356760951
426	0.33557912
427	0.3355086004
428	0.3354043127
429	0.3353537819
430	0.3351907709
431	0.3350394307
432	0.334881561
433	0.3347483683
434	0.3346025887
435	0.3344682368
436	0.334421836
437	0.3342636488
438	0.3341781505
439	0.3341150087
440	0.3340868265
441	0.334035069
442	0.3339052219
443	0.333854694
444	0.3336704462
445	0.3336530128
446	0.3336086955
447	0.3334894144
448	0.3333453447
449	0.3332721655
450	0.3331573022
451	0.3330233403
452	0.3328993751
453	0.3327860742
454	0.332679748
455	0.332618397
456	0.3324988986
457	0.3324085958
458	0.3321840151
459	0.3320656881
460	0.3319802181
461	0.3316124378
462	0.3315962577
463	0.3315131577
464	0.3314483527
465	0.3312757646
466	0.3310451263
467	0.3308159915
468	0.3306634914
469	0.3305986782
470	0.3304683984
471	0.3303611459
472	0.3302863592
473	0.3301875213
474	0.3300289497
475	0.3299768402
476	0.3299058572
477	0.3298028928
478	0.329599408
479	0.3295544881
480	0.3293857754
481	0.3293548143
482	0.3291526447
483	0.3291426367
484	0.3289346775
485	0.3288263169
486	0.3287078183
487	0.3285988086
488	0.3284856629
489	0.3284135464
490	0.328363569
491	0.3281638888
492	0.3281483996
493	0.3280851527
494	0.3280011412
495	0.3279715509
496	0.3278221334
497	0.3276819037
498	0.3276432926
499	0.3276054449
500	0.3273823241
501	0.3272417767
502	0.3271322212
503	0.3268879989
504	0.3266483201
505	0.3266357005
506	0.3263850594
507	0.3262822121
508	0.3260806675
509	0.3259986287
510	0.3259863414
511	0.3256964505
512	0.3256752247
513	0.3255032906
514	0.3253787311
515	0.3253404462
516	0.3251835385
517	0.3251134432
518	0.3250983977
519	0.3249785076
520	0.3247984372
521	0.3247293316
522	0.3245765793
523	0.3244006016
524	0.3242326246
525	0.3240892541
526	0.3239696817
527	0.3238430186
528	0.3237627851
529	0.3236287303
530	0.3233719908
531	0.3233013915
532	0.3231177114
533	0.3230443948
534	0.323009759
535	0.3229810081
536	0.3227937352
537	0.3227602959
538	0.3227273784
539	0.32265905
540	0.3224740256
541	0.3224453067
542	0.3224449713
543	0.3223694074
544	0.3223078675
545	0.3222726749
546	0.3222614877
547	0.322250804
548	0.3220441976
549	0.3219265352
550	0.3218011108
551	0.3217534756
552	0.3216958515
553	0.3214796246
554	0.3213717009
555	0.3212242904
556	0.321088612
557	0.3209539093
558	0.3208926509
559	0.3207980168
560	0.3207378329
561	0.3206662355
562	0.3205439385
563	0.3204118496
564	0.3203614414
565	0.3201930371
566	0.3200568535
567	0.3197748214
568	0.3196448105
569	0.319451244
570	0.3193916493
571	0.3193721719
572	0.3193308331
573	0.3192779615
574	0.3191901969
575	0.3191577914
576	0.3190568556
577	0.3189773526
578	0.3189438162
579	0.3189201156
580	0.318799271
581	0.3185956439
582	0.3184684594
583	0.3183499997
584	0.318340853
585	0.3181505129
586	0.3180717404
587	0.3180089243
588	0.3178985049
589	0.3178396671
590	0.3177014974
591	0.3176661147
592	0.317590103
593	0.3174949135
594	0.3173727636
595	0.3173620786
596	0.317265003
597	0.3172524599
598	0.3171986694
599	0.3171045421
600	0.3170185527
601	0.3169639244
602	0.3169412671
603	0.3168906172
604	0.3167872977
605	0.3165214598
606	0.3163968133
607	0.3161872626
608	0.3161267505
609	0.315822111
610	0.3157541012
611	0.3157225846
612	0.315600004
613	0.3155265309
614	0.315455407
615	0.315367067
616	0.3153093429
617	0.3151789104
618	0.3150474169
619	0.3149306802
620	0.3148200289
621	0.3146655854
622	0.3145976495
623	0.3145373542
624	0.314415158
625	0.3141946249
626	0.3139978729
627	0.3139184821
628	0.3138780531
629	0.3138303245
630	0.313712622
631	0.3136804892
632	0.3135132259
633	0.3134003596
634	0.3133184513
635	0.3132491863
636	0.3132139647
637	0.3130544142
638	0.3129760923
639	0.3129474325
640	0.3127610095
641	0.3126226678
642	0.3125566741
643	0.3124815808
644	0.3124002477
645	0.3122151781
646	0.3120772531
647	0.3119241203
648	0.3119041705
649	0.311755418
650	0.3117305831
651	0.311523579
652	0.3113409499
653	0.3112213984
654	0.3111247579
655	0.3110515743
656	0.3109937371
657	0.310893795
658	0.3108887075
659	0.3107340569
660	0.3105688826
661	0.3104620918
662	0.3102375232
663	0.3100512
664	0.309852213
665	0.3096540155
666	0.3095204597
667	0.3093195197
668	0.3092261786
669	0.3090710095
670	0.3090549705
671	0.3089607278
672	0.3088577703
673	0.3087856577
674	0.308636219
675	0.3084791115
676	0.3083562763
677	0.3082586511
678	0.3080569963
679	0.3079635013
680	0.307794537
681	0.3076836872
682	0.3076239839
683	0.3075863076
684	0.3075543886
685	0.3074907895
686	0.3074037946
687	0.3072672372
688	0.3071829027
689	0.3071123477
690	0.3070213095
691	0.3069635585
692	0.3069358741
693	0.3069118569
694	0.3068311672
695	0.3068181112
696	0.3066633967
697	0.3065590363
698	0.3064965032
699	0.306416719
700	0.3063723173
701	0.3062510666
702	0.3061021617
703	0.3060178957
704	0.3059608357
705	0.3059082766
706	0.3057392821
707	0.3056407343
708	0.3054002743
709	0.3053022682
710	0.3052255235
711	0.3051658283
712	0.305098133
713	0.3050784918
714	0.305054476
715	0.3049271925
716	0.3047371664
717	0.3046465494
718	0.3044447123
719	0.3043931178
720	0.3042133823
721	0.3040989665
722	0.3040267563
723	0.303970631
724	0.3038459314
725	0.303708739
726	0.3035319984
727	0.3035279332
728	0.3033312762
729	0.3031752332
730	0.3030433253
731	0.3029319529
732	0.3029262543
733	0.3028202052
734	0.3027180039
735	0.3026097911
736	0.3025767452
737	0.3023346774
738	0.3022819693
739	0.3022404663
740	0.3021535595
741	0.3020196103
742	0.3019889709
743	0.3018420311
744	0.3017325573
745	0.3016826539
746	0.3016062389
747	0.3014790214
748	0.3013730833
749	0.3013172751
750	0.3012399049
751	0.3010233121
752	0.3009844895
753	0.300952238
754	0.3007933812
755	0.3007071212
756	0.3006561487
757	0.3005798051
758	0.3004258289
759	0.3003257426
760	0.3002544915
761	0.3001369422
762	0.3000662547
763	0.2999941818
764	0.2997909711
765	0.2997323114
766	0.2997094649
767	0.2995854429
768	0.2994278445
769	0.2993490926
770	0.2992865235
771	0.299250893
772	0.2992215714
773	0.2990751564
774	0.2989924963
775	0.2989249063
776	0.2988810339
777	0.2988335759
778	0.2986396229
779	0.2984705754
780	0.2983580837
781	0.2982312067
782	0.2981573595
783	0.2979949328
784	0.2979217062
785	0.2977809051
786	0.2976980821
787	0.297628517
788	0.2975594416
789	0.2975258623
790	0.2973082372
791	0.2971842282
792	0.2970952798
793	0.2969811512
794	0.2969425255
795	0.2968027199
796	0.296690026
797	0.296634668
798	0.2965011409
799	0.2964744408
800	0.2963505296
801	0.2962338653
802	0.2960896268
803	0.2960114735
804	0.2959129788
805	0.2958783945
806	0.2958451973
807	0.2957869684
808	0.2957094589
809	0.2956486927
810	0.2954150135
811	0.2953706996
812	0.2953229535
813	0.2951766376
814	0.2950926546
815	0.2950132346
816	0.2949644337
817	0.2948393945
818	0.2947773288
819	0.2946263987
820	0.2945270598
821	0.2944663339
822	0.2942020906
823	0.2940944102
824	0.2940049626
825	0.293770143
826	0.2936205763
827	0.2935758213
828	0.2935235074
829	0.2934689594
830	0.2933166486
831	0.2931882727
832	0.2931250902
833	0.2930211929
834	0.2929568862
835	0.2928571144
836	0.2927758938
837	0.2926670652
838	0.292628072
839	0.2925744634
840	0.2925011493
841	0.2924585033
842	0.2924008532
843	0.292376765
844	0.2922107707
845	0.2921333175
846	0.2919384345
847	0.2918589338
848	0.2918267063
849	0.2917944404
850	0.2917392747
851	0.2916791751
852	0.291599296
853	0.2913788342
854	0.2913517406
855	0.2912125233
856	0.2911871031
857	0.2911296628
858	0.2909325201
859	0.29087159
860	0.2907854712
861	0.2905589921
862	0.2904894361
863	0.2903976158
864	0.2903406048
865	0.2902222996
866	0.290129779
867	0.2900938332
868	0.2899057759
869	0.2898235352
870	0.2897512564
871	0.2895694936
872	0.2894710978
873	0.2894290154
874	0.2894030009
875	0.2893396263
876	0.2892955519
877	0.2892702124
878	0.2891287366
879	0.2889563484
880	0.2888946755
881	0.2888838238
882	0.2887376954
883	0.288605423
884	0.2884368241
885	0.2882154118
886	0.2881714773
887	0.2878916751
888	0.2878118424
889	0.2876528116
890	0.2875407192
891	0.2874730322
892	0.2873590125
893	0.2870893936
894	0.2868592197
895	0.2867968934
896	0.2867340803
897	0.2867150104
898	0.2865914104
899	0.2865253044
900	0.2864233346
901	0.2861551493
902	0.2860939831
903	0.2859069029
904	0.2858632502
905	0.2857756769
906	0.2856978854
907	0.2856443678
908	0.2855830592
909	0.2853673371
910	0.2853059353
911	0.285215567
912	0.2850773555
913	0.2850247421
914	0.2849861239
915	0.2849651352
916	0.2848859051
917	0.2848287669
918	0.2846829918
919	0.2846085314
920	0.2845178895
921	0.2844633407
922	0.2843972298
923	0.2843526421
924	0.2843277339
925	0.2842067232
926	0.2840873408
927	0.2838270659
928	0.283705102
929	0.2836541334
930	0.2833786553
931	0.2832671207
932	0.2831744051
933	0.2830850007
934	0.2830463096
935	0.2829705283
936	0.2828794317
937	0.2827558229
938	0.282725229
939	0.2826896782
940	0.2826380694
941	0.282378518
942	0.2822205357
943	0.282125535
944	0.2819922116
945	0.281943291
946	0.281876988
947	0.2818208057
948	0.2817057634
949	0.2815985793
950	0.2814796501
951	0.2814296022
952	0.2812113062
953	0.2811617526
954	0.2811344821
955	0.2810312052
956	0.280894139
957	0.2808054536
958	0.2807824121
959	0.2805935347
960	0.2805186666
961	0.280466955
962	0.2804172662
963	0.280276206
964	0.2802380432
965	0.2802058069
966	0.2800278744
967	0.2797998813
968	0.2796981297
969	0.2795970752
970	0.2795585505
971	0.2795290393
972	0.2794699361
973	0.2794127205
974	0.2791565048
975	0.2789978556
976	0.2789217992
977	0.2787570238
978	0.2786513958
979	0.2784864584
980	0.2784074319
981	0.278296036
982	0.2782910199
983	0.2782057488
984	0.2780877028
985	0.2780119781
986	0.2778856492
987	0.2778092009
988	0.2777747968
989	0.2777374264
990	0.2776999658
991	0.2776630783
992	0.2776241033
993	0.2774417305
994	0.2772975339
995	0.2772553823
996	0.2771592695
997	0.2770484983
998	0.2768752646
999	0.2767778499
