,Model,Accuracy,Bal Acc.,Time
1,Skl GBM,83.61391694725027,81.13555747291727,1.0682010650634766
2,CatBoost,83.38945005611671,81.28415300546447,10.496020793914795
3,LightGBM,82.94051627384961,81.36084747387595,0.631474494934082
4,Skl HistGBM,82.37934904601572,80.74010162017065,4.269381999969482
5,XGBoost,82.15488215488216,80.66820055603489,1.0332849025726318
6,Random Forest,81.9304152637486,80.48605119355767,1.682281494140625
7,AdaBoost,81.3692480359147,80.19605023487682,0.9003951549530029
8,Extra Trees,80.47138047138047,79.0815837407727,1.4433443546295166
9,Decision Tree,77.55331088664423,76.27264883520276,0.20320415496826172
