iter	RMSE
153	2.247370339
154	2.246592191
155	2.2459389
156	2.244718587
157	2.244198009
158	2.243077462
159	2.241438059
160	2.240653154
161	2.239765107
162	2.238815583
163	2.237802727
164	2.237050751
165	2.236453125
166	2.235664382
167	2.235297224
168	2.234665439
169	2.234218326
170	2.232814915
171	2.232133264
172	2.231050692
173	2.230302712
174	2.229628329
175	2.228792614
176	2.228493683
177	2.228072046
178	2.225826366
179	2.224984172
180	2.224229635
181	2.223654565
182	2.223280043
183	2.222840032
184	2.220974337
185	2.22024485
186	2.219349877
187	2.218555517
188	2.21724029
189	2.216575559
190	2.216031398
191	2.215477294
192	2.213718962
193	2.213046388
194	2.212682551
195	2.210802875
196	2.210022437
197	2.209139129
198	2.207774534
199	2.207175519
200	2.206637429
201	2.205682607
202	2.205372465
203	2.205066106
204	2.204466922
205	2.203823606
206	2.203638642
207	2.202873801
208	2.201962964
209	2.201469644
210	2.20011525
211	2.199666295
212	2.199209897
213	2.198723416
214	2.198402028
215	2.197595736
216	2.197145004
217	2.196861808
218	2.196432823
219	2.196172106
220	2.195831777
221	2.195093525
222	2.194551096
223	2.19406788
224	2.19367084
225	2.193066504
226	2.19263934
227	2.191541026
228	2.191230242
229	2.190694558
230	2.190468845
231	2.190116106
232	2.18996071
233	2.189500384
234	2.188945263
235	2.188558145
236	2.188199295
237	2.187731597
238	2.187496687
239	2.187098231
240	2.186123048
241	2.185309982
242	2.184511079
243	2.184111604
244	2.183416771
245	2.182767621
246	2.18219356
247	2.181328641
248	2.181022671
249	2.179837688
250	2.179592815
251	2.179157691
252	2.17862294
253	2.178358332
254	2.177749883
255	2.177121492
256	2.176661413
257	2.176093799
258	2.175827147
259	2.175423061
260	2.174875157
261	2.174417136
262	2.174104698
263	2.173778309
264	2.173274959
265	2.172884181
266	2.172646175
267	2.172378225
268	2.172149021
269	2.171692299
270	2.171473906
271	2.171168554
272	2.170889948
273	2.17054738
274	2.16961686
275	2.169491151
276	2.169149463
277	2.168964446
278	2.168244368
279	2.167472834
280	2.167350558
281	2.166923226
282	2.16656181
283	2.166166336
284	2.166039315
285	2.165412714
286	2.165172781
287	2.164681059
288	2.164336697
289	2.164224663
290	2.163816797
291	2.163478137
292	2.163207904
293	2.16260689
294	2.162500345
295	2.162013153
296	2.16094428
297	2.160393629
298	2.159865864
299	2.159528996
300	2.158621309
301	2.158349402
302	2.15773439
303	2.157358107
304	2.157254692
305	2.157039147
306	2.156401149
307	2.155800828
308	2.155376039
309	2.154824435
310	2.154467881
311	2.154158285
312	2.153995674
313	2.15375602
314	2.153569008
315	2.153331164
316	2.15304279
317	2.152706982
318	2.152208572
319	2.151496227
320	2.151146793
321	2.150758584
322	2.150491574
323	2.150351623
324	2.149515921
325	2.149269348
326	2.149108726
327	2.148803118
328	2.148601831
329	2.148478286
330	2.14818623
331	2.147645835
332	2.147337751
333	2.146459932
334	2.146366154
335	2.146128154
336	2.145541023
337	2.145353835
338	2.144600923
339	2.144456755
340	2.143998784
341	2.143733463
342	2.143326271
343	2.14296442
344	2.142749141
345	2.142499902
346	2.141878174
347	2.14141475
348	2.140670075
349	2.140251375
350	2.139963626
351	2.139852814
352	2.139432858
353	2.139228796
354	2.138864881
355	2.138110273
356	2.13775367
357	2.137646764
358	2.137457016
359	2.137362203
360	2.137179638
361	2.136878493
362	2.136522836
363	2.136296514
364	2.136073398
365	2.135993116
366	2.135806903
367	2.135608472
368	2.135094151
369	2.13491378
370	2.134586622
371	2.134404431
372	2.134231116
373	2.134061936
374	2.1339233
375	2.133246462
376	2.13307276
377	2.132686979
378	2.132362402
379	2.132190206
380	2.131902927
381	2.131733503
382	2.131635508
383	2.131557272
384	2.131429573
385	2.131054848
386	2.130648603
387	2.130395117
388	2.129779099
389	2.129456338
390	2.12931153
391	2.129179724
392	2.128976114
393	2.128625308
394	2.128392159
395	2.12798246
396	2.127719975
397	2.127537438
398	2.127344235
399	2.126950449
400	2.126500872
401	2.126401505
402	2.126137801
403	2.125857293
404	2.125501567
405	2.125366543
406	2.125208419
407	2.124942402
408	2.124544085
409	2.124126813
410	2.123932651
411	2.123573445
412	2.123424801
413	2.123349251
414	2.122793065
415	2.122570826
416	2.122463702
417	2.122355261
418	2.121637117
419	2.121393321
420	2.121126248
421	2.120569333
422	2.120404185
423	2.120219415
424	2.120158156
425	2.119925011
426	2.119567902
427	2.119224987
428	2.118935627
429	2.118555129
430	2.118251053
431	2.118166201
432	2.117872747
433	2.117494641
434	2.117348298
435	2.117145689
436	2.116837834
437	2.116491119
438	2.11627706
439	2.116050954
440	2.115897503
441	2.115797943
442	2.115600008
443	2.115454385
444	2.115266812
445	2.11512995
446	2.115004009
447	2.114971535
448	2.114769973
449	2.114540108
450	2.114454956
451	2.114271402
452	2.114120111
453	2.113803709
454	2.113606797
455	2.113350652
456	2.113220417
457	2.112857598
458	2.112653057
459	2.112314925
460	2.112099075
461	2.111935325
462	2.111742509
463	2.111576221
464	2.111274989
465	2.111063738
466	2.110779108
467	2.110471229
468	2.1103684
469	2.110243091
470	2.109729095
471	2.109391996
472	2.109177879
473	2.108996697
474	2.108850837
475	2.108274262
476	2.10801816
477	2.107880298
478	2.107745678
479	2.107537764
480	2.10745347
481	2.107328532
482	2.106956459
483	2.10685769
484	2.106664257
485	2.106270214
486	2.106111786
487	2.105976712
488	2.105878748
489	2.105822141
490	2.105753648
491	2.105663302
492	2.105383685
493	2.105303925
494	2.105272194
495	2.105126516
496	2.105051545
497	2.104948195
498	2.104747192
499	2.104423343
500	2.104153592
501	2.103974508
502	2.103884519
503	2.103699861
504	2.103541818
505	2.103348585
506	2.103060751
507	2.102986628
508	2.102950442
509	2.102672661
510	2.102549331
511	2.102422609
512	2.102294572
513	2.102243259
514	2.102078373
515	2.101691602
516	2.101515788
517	2.101345427
518	2.101152653
519	2.100958364
520	2.10080597
521	2.100665322
522	2.100504276
523	2.100365396
524	2.100224354
525	2.099781787
526	2.099661942
527	2.099499452
528	2.099321755
529	2.099266866
530	2.099111468
531	2.098873094
532	2.098726908
533	2.098451831
534	2.098299056
535	2.098026856
536	2.097948068
537	2.097746484
538	2.097578112
539	2.09748978
540	2.097423146
541	2.097024956
542	2.096963262
543	2.09657232
544	2.096292713
545	2.09623689
546	2.096119055
547	2.096071669
548	2.095928202
549	2.095760425
550	2.095657505
551	2.095505494
552	2.095439903
553	2.095290069
554	2.095141418
555	2.094899961
556	2.094817949
557	2.094684608
558	2.094545425
559	2.094366166
560	2.09424573
561	2.094105939
562	2.093950946
563	2.09387398
564	2.093744589
565	2.093612093
566	2.093328948
567	2.093165108
568	2.093125695
569	2.092963641
570	2.092647304
571	2.092357361
572	2.092140131
573	2.091922913
574	2.091869679
575	2.091761252
576	2.091574539
577	2.091436696
578	2.091304938
579	2.090886406
580	2.090798036
581	2.090313458
582	2.09019757
583	2.089980465
584	2.089842653
585	2.089718921
586	2.089646048
587	2.08952513
588	2.089341103
589	2.089241876
590	2.089032058
591	2.088976332
592	2.088784098
593	2.088644598
594	2.088518545
595	2.088457681
596	2.08833062
597	2.088175965
598	2.08807688
599	2.087968724
600	2.087786967
601	2.087644067
602	2.087581734
603	2.087410353
604	2.087278751
605	2.087127414
606	2.086996389
607	2.08690574
608	2.086795414
609	2.08676252
610	2.086477181
611	2.086364669
612	2.086180244
613	2.085756953
614	2.085599794
615	2.085509601
616	2.085394941
617	2.085199756
618	2.085070277
619	2.084831511
620	2.084661373
621	2.084541476
622	2.084508181
623	2.084447159
624	2.084258058
625	2.084026354
626	2.08393067
627	2.083743507
628	2.083682258
629	2.083520143
630	2.083305601
631	2.083171452
632	2.083022921
633	2.082864537
634	2.082493051
635	2.082442137
636	2.08235609
637	2.082248096
638	2.082163947
639	2.082004815
640	2.081895447
641	2.081858999
642	2.081745091
643	2.081511555
644	2.081407082
645	2.081298457
646	2.080892298
647	2.080693788
648	2.080473155
649	2.080336897
650	2.080003519
651	2.079834398
652	2.079615463
653	2.079516561
654	2.079306092
655	2.079088062
656	2.078786084
657	2.078727382
658	2.078578218
659	2.078548119
660	2.078323574
661	2.078231832
662	2.078070525
663	2.077976104
664	2.077791048
665	2.077501443
666	2.077344289
667	2.077249916
668	2.077113199
669	2.076889281
670	2.076752795
671	2.076654258
672	2.076524457
673	2.076365548
674	2.076312243
675	2.07610835
676	2.076012254
677	2.075834415
678	2.075698478
679	2.075613826
680	2.075431758
681	2.075368178
682	2.075313424
683	2.075196803
684	2.0751095
685	2.074980777
686	2.074842894
687	2.074654718
688	2.074294153
689	2.074262917
690	2.074196815
691	2.074094488
692	2.073988016
693	2.073929106
694	2.073742601
695	2.073598418
696	2.073424719
697	2.073225218
698	2.072958517
699	2.07284327
700	2.072559311
701	2.072472428
702	2.07224208
703	2.072128507
704	2.072033804
705	2.071646307
706	2.071522517
707	2.071415453
708	2.071341782
709	2.071232136
710	2.071207232
711	2.071167888
712	2.07101609
713	2.070849311
714	2.070739586
715	2.07069984
716	2.070372973
717	2.070268361
718	2.070104613
719	2.069943459
720	2.069765013
721	2.069515883
722	2.069381439
723	2.069167112
724	2.069046766
725	2.068925981
726	2.068845048
727	2.068726862
728	2.068633285
729	2.068528437
730	2.068255327
731	2.068074144
732	2.067945427
733	2.067896995
734	2.06783413
735	2.06766939
736	2.067639909
737	2.067499858
738	2.06732931
739	2.067162785
740	2.067061366
741	2.066900627
742	2.066826208
743	2.066639336
744	2.066595752
745	2.066471094
746	2.066192939
747	2.066098632
748	2.065956216
749	2.06583751
750	2.065777181
751	2.065701215
752	2.065583544
753	2.065390212
754	2.065294277
755	2.06521213
756	2.065140045
757	2.064956433
758	2.064867211
759	2.06483567
760	2.064763526
761	2.064697894
762	2.064670901
763	2.064532959
764	2.064501262
765	2.064406869
766	2.06431682
767	2.064252513
768	2.06418548
769	2.064142429
770	2.063981354
771	2.06386153
772	2.063713245
773	2.063569384
774	2.063476911
775	2.063333931
776	2.063226683
777	2.06316156
778	2.063014177
779	2.062956397
780	2.062622602
781	2.062510364
782	2.062412075
783	2.062311127
784	2.06225643
785	2.062131379
786	2.06187164
787	2.061802201
788	2.061666437
789	2.061585415
790	2.061526756
791	2.06145497
792	2.061171572
793	2.061122162
794	2.060927412
795	2.060857214
796	2.060802059
797	2.060741042
798	2.060603762
799	2.060557343
800	2.060273515
801	2.06019202
802	2.060114419
803	2.060031847
804	2.059976038
805	2.059886101
806	2.059865012
807	2.05976317
808	2.059599805
809	2.059529794
810	2.059463536
811	2.059394414
812	2.059276024
813	2.059159151
814	2.058984523
815	2.058938563
816	2.058848873
817	2.05867905
818	2.058570939
819	2.058450394
820	2.058409331
821	2.058313871
822	2.058189979
823	2.058135929
824	2.058047352
825	2.057946544
826	2.057898226
827	2.057822045
828	2.057722813
829	2.057659774
830	2.057599422
831	2.057436473
832	2.057378756
833	2.05720874
834	2.057081618
835	2.057050112
836	2.057017012
837	2.05693494
838	2.056892325
839	2.056742145
840	2.056662273
841	2.056516406
842	2.056387232
843	2.056260828
844	2.056224871
845	2.056168387
846	2.055985845
847	2.055868776
848	2.055705009
849	2.055540932
850	2.055468591
851	2.055410925
852	2.055318454
853	2.055240605
854	2.055085195
855	2.054968022
856	2.054860283
857	2.054585219
858	2.054481568
859	2.054414617
860	2.054249574
861	2.054136313
862	2.054063084
863	2.054002587
864	2.05395728
865	2.053863536
866	2.053737913
867	2.053581128
868	2.053555155
869	2.053503401
870	2.053423072
871	2.05329921
872	2.053151276
873	2.053028077
874	2.052957616
875	2.05293285
876	2.052866875
877	2.052825306
878	2.052792201
879	2.052750069
880	2.05265822
881	2.052609338
882	2.052541144
883	2.052381243
884	2.052350654
885	2.052236378
886	2.052197171
887	2.05203084
888	2.051968279
889	2.051809386
890	2.051726987
891	2.05156012
892	2.051452365
893	2.051392159
894	2.051314057
895	2.050967586
896	2.050876384
897	2.05076208
898	2.050725522
899	2.050658947
900	2.050409876
901	2.050346637
902	2.050280807
903	2.050219981
904	2.05014202
905	2.050072
906	2.049942713
907	2.049827272
908	2.049719723
909	2.049401623
910	2.049260869
911	2.049160493
912	2.049121416
913	2.048942262
914	2.048881289
915	2.04881141
916	2.048779129
917	2.04854439
918	2.048511826
919	2.048404994
920	2.048193541
921	2.048111008
922	2.048075996
923	2.048011711
924	2.047942669
925	2.047910774
926	2.047856348
927	2.047651716
928	2.047585634
929	2.047468926
930	2.047368308
931	2.047327883
932	2.047163613
933	2.047016717
934	2.046913692
935	2.046892308
936	2.046811531
937	2.046761055
938	2.046712343
939	2.046691006
940	2.046614328
941	2.046495683
942	2.046401473
943	2.046319665
944	2.046264446
945	2.046211932
946	2.04612008
947	2.045987974
948	2.045967007
949	2.045881951
950	2.045830957
951	2.045783626
952	2.045716323
953	2.045693924
954	2.045608924
955	2.045543538
956	2.04538906
957	2.045258525
958	2.045198847
959	2.045082648
960	2.045060844
961	2.044901385
962	2.044779783
963	2.044700918
964	2.044657067
965	2.044608003
966	2.044571232
967	2.044516834
968	2.044496501
969	2.044366392
970	2.044299485
971	2.044242566
972	2.044099715
973	2.0439565
974	2.043929945
975	2.043804913
976	2.043710902
977	2.043584822
978	2.043509073
979	2.043465662
980	2.043419975
981	2.043359003
982	2.043311606
983	2.043279904
984	2.043147718
985	2.043067934
986	2.043028426
987	2.042986665
988	2.042944544
989	2.042839909
990	2.042784691
991	2.042760217
992	2.042692572
993	2.042610872
994	2.042578868
995	2.042520521
996	2.04242468
997	2.04234725
998	2.042275307
999	2.042152265
