iter	Passed	Remaining
376	1221	2019
377	1224	2015
378	1227	2011
379	1229	2006
380	1234	2005
381	1237	2002
382	1240	1998
383	1242	1993
384	1245	1989
385	1247	1984
386	1250	1980
387	1252	1975
388	1255	1972
389	1258	1969
390	1261	1964
391	1263	1960
392	1266	1955
393	1268	1951
394	1271	1947
395	1274	1943
396	1276	1939
397	1278	1934
398	1281	1930
399	1284	1926
400	1287	1922
401	1289	1918
402	1291	1913
403	1294	1909
404	1296	1905
405	1299	1900
406	1301	1896
407	1304	1892
408	1306	1887
409	1308	1883
410	1311	1879
411	1313	1874
412	1316	1870
413	1318	1866
414	1320	1861
415	1323	1857
416	1325	1853
417	1328	1849
418	1330	1844
419	1332	1840
420	1335	1836
421	1337	1832
422	1340	1828
423	1342	1824
424	1345	1819
425	1347	1815
426	1350	1811
427	1352	1807
428	1355	1803
429	1357	1799
430	1360	1795
431	1362	1791
432	1364	1787
433	1367	1783
434	1369	1779
435	1372	1775
436	1374	1770
437	1377	1766
438	1379	1762
439	1382	1758
440	1384	1754
441	1386	1750
442	1389	1746
443	1391	1742
444	1393	1738
445	1396	1734
446	1398	1730
447	1401	1726
448	1403	1722
449	1406	1718
450	1408	1714
451	1410	1710
452	1413	1706
453	1415	1702
454	1418	1698
455	1420	1694
456	1422	1690
457	1425	1686
458	1427	1683
459	1430	1679
460	1432	1675
461	1435	1671
462	1437	1667
463	1439	1663
464	1442	1659
465	1445	1656
466	1447	1652
467	1451	1649
468	1453	1645
469	1456	1641
470	1458	1638
471	1460	1634
472	1463	1630
473	1465	1626
474	1468	1623
475	1470	1619
476	1473	1615
477	1476	1611
478	1478	1608
479	1480	1604
480	1483	1600
481	1485	1596
482	1487	1592
483	1490	1588
484	1492	1584
485	1495	1581
486	1497	1577
487	1499	1573
488	1502	1569
489	1504	1566
490	1507	1562
491	1509	1558
492	1512	1555
493	1514	1551
494	1516	1547
495	1519	1543
496	1521	1540
497	1524	1536
498	1527	1533
499	1530	1530
500	1533	1526
501	1536	1523
502	1538	1520
503	1540	1516
504	1543	1512
505	1545	1509
506	1548	1505
507	1550	1501
508	1552	1497
509	1555	1494
510	1557	1490
511	1559	1486
512	1562	1483
513	1565	1479
514	1567	1476
515	1569	1472
516	1572	1468
517	1574	1465
518	1576	1461
519	1579	1457
520	1581	1454
521	1584	1450
522	1586	1446
523	1588	1443
524	1591	1439
525	1593	1435
526	1595	1432
527	1598	1428
528	1600	1425
529	1602	1421
530	1605	1417
531	1607	1414
532	1611	1411
533	1613	1408
534	1616	1404
535	1618	1401
536	1621	1397
537	1623	1394
538	1626	1390
539	1628	1387
540	1631	1383
541	1633	1380
542	1636	1376
543	1638	1373
544	1641	1370
545	1644	1367
546	1646	1363
547	1648	1359
548	1651	1356
549	1653	1352
550	1655	1349
551	1658	1345
552	1660	1342
553	1663	1339
554	1665	1335
555	1668	1332
556	1670	1328
557	1672	1324
558	1675	1321
559	1677	1318
560	1679	1314
561	1682	1311
562	1684	1307
563	1687	1304
564	1689	1300
565	1691	1297
566	1694	1293
567	1696	1290
568	1699	1287
569	1701	1283
570	1704	1280
571	1706	1276
572	1708	1273
573	1711	1269
574	1713	1266
575	1715	1262
576	1718	1259
577	1720	1256
578	1723	1252
579	1726	1250
580	1730	1247
581	1732	1244
582	1735	1241
583	1738	1238
584	1740	1234
585	1742	1231
586	1745	1227
587	1747	1224
588	1750	1221
589	1752	1217
590	1755	1214
591	1757	1211
592	1760	1208
593	1763	1205
594	1765	1202
595	1768	1198
596	1771	1195
597	1773	1192
598	1775	1188
599	1778	1185
600	1780	1182
601	1783	1179
602	1785	1175
603	1788	1172
604	1790	1169
605	1793	1165
606	1796	1162
607	1798	1159
608	1801	1156
609	1803	1153
610	1806	1149
611	1808	1146
612	1811	1143
613	1813	1140
614	1816	1137
615	1818	1133
616	1821	1130
617	1823	1127
618	1827	1124
619	1829	1121
620	1832	1118
621	1834	1114
622	1836	1111
623	1838	1108
624	1841	1104
625	1843	1101
626	1846	1098
627	1848	1095
628	1850	1091
629	1853	1088
630	1856	1085
631	1858	1082
632	1860	1078
633	1863	1075
634	1865	1072
635	1867	1069
636	1870	1066
637	1873	1062
638	1875	1059
639	1878	1056
640	1881	1053
641	1883	1050
642	1885	1047
643	1888	1044
644	1891	1040
645	1893	1037
646	1896	1034
647	1899	1031
648	1903	1029
649	1907	1026
650	1910	1024
651	1913	1021
652	1916	1018
653	1919	1015
654	1922	1012
655	1924	1009
656	1927	1006
657	1929	1003
658	1932	999
659	1934	996
660	1937	993
661	1939	990
662	1942	987
663	1945	984
664	1948	981
665	1950	978
666	1953	975
667	1955	972
668	1959	969
669	1961	966
670	1964	962
671	1966	959
672	1969	956
673	1971	953
674	1974	950
675	1976	947
676	1979	944
677	1981	941
678	1984	938
679	1986	934
680	1989	931
681	1991	928
682	1994	925
683	1996	922
684	1998	919
685	2001	916
686	2003	912
687	2006	909
688	2008	906
689	2011	903
690	2013	900
691	2015	897
692	2018	894
693	2020	890
694	2023	888
695	2026	885
696	2029	882
697	2031	879
698	2034	876
699	2037	873
700	2039	870
701	2042	866
702	2044	863
703	2046	860
704	2049	857
705	2052	854
706	2054	851
707	2057	848
708	2059	845
709	2062	842
710	2064	839
711	2066	836
712	2069	833
713	2072	830
714	2074	826
715	2077	823
716	2079	820
717	2082	817
718	2084	814
719	2087	811
720	2089	808
721	2092	805
722	2094	802
723	2097	799
724	2100	796
725	2103	793
726	2105	790
727	2109	788
728	2112	785
729	2115	782
730	2118	779
731	2120	776
732	2123	773
733	2125	770
734	2128	767
735	2131	764
736	2133	761
737	2136	758
738	2138	755
739	2141	752
740	2143	749
741	2146	746
742	2161	747
743	2163	744
744	2166	741
745	2169	738
746	2171	735
747	2174	732
748	2176	729
749	2179	726
750	2182	723
751	2184	720
752	2187	717
753	2190	714
754	2192	711
755	2195	708
756	2198	705
757	2200	702
758	2203	699
759	2205	696
760	2208	693
761	2211	690
762	2215	688
763	2217	685
764	2220	682
765	2222	678
766	2225	676
767	2227	673
768	2230	669
769	2232	666
770	2235	663
771	2238	660
772	2240	658
773	2243	655
774	2245	652
775	2248	649
776	2250	645
777	2253	642
778	2255	639
779	2258	637
780	2261	634
781	2263	631
782	2265	627
783	2268	624
784	2270	621
785	2273	618
786	2275	615
787	2278	612
788	2280	609
789	2283	606
790	2285	603
791	2288	600
792	2290	597
793	2293	594
794	2297	592
795	2302	590
796	2305	587
797	2307	584
798	2311	581
799	2313	578
800	2315	575
801	2318	572
802	2320	569
803	2323	566
804	2325	563
805	2327	560
806	2330	557
807	2332	554
808	2334	551
809	2337	548
810	2339	545
811	2342	542
812	2344	539
813	2350	537
814	2353	534
815	2356	531
816	2358	528
817	2360	525
818	2363	522
819	2365	519
820	2367	516
821	2370	513
822	2372	510
823	2375	507
824	2377	504
825	2379	501
826	2382	498
827	2384	495
828	2387	492
829	2389	489
830	2391	486
831	2394	483
832	2396	480
833	2398	477
834	2401	474
835	2403	471
836	2406	468
837	2409	465
838	2411	462
839	2413	459
840	2416	456
841	2419	453
842	2421	451
843	2424	448
844	2426	445
845	2428	442
846	2431	439
847	2433	436
848	2436	433
849	2439	430
850	2441	427
851	2443	424
852	2446	421
853	2448	418
854	2451	415
855	2453	412
856	2455	409
857	2458	406
858	2460	403
859	2462	400
860	2465	398
861	2468	395
862	2470	392
863	2473	389
864	2475	386
865	2477	383
866	2480	380
867	2483	377
868	2485	374
869	2487	371
870	2490	368
871	2492	365
872	2494	362
873	2497	360
874	2500	357
875	2503	354
876	2505	351
877	2507	348
878	2510	345
879	2512	342
880	2515	339
881	2517	336
882	2519	333
883	2522	330
884	2524	328
885	2527	325
886	2529	322
887	2532	319
888	2534	316
889	2536	313
890	2539	310
891	2541	307
892	2544	304
893	2546	301
894	2549	299
895	2551	296
896	2553	293
897	2556	290
898	2558	287
899	2561	284
900	2563	281
901	2565	278
902	2569	276
903	2571	273
904	2574	270
905	2576	267
906	2579	264
907	2581	261
908	2584	258
909	2586	255
910	2589	252
911	2591	250
912	2594	247
913	2596	244
914	2599	241
915	2602	238
916	2604	235
917	2606	232
918	2609	229
919	2611	227
920	2614	224
921	2616	221
922	2618	218
923	2621	215
924	2623	212
925	2625	209
926	2628	206
927	2630	204
928	2633	201
929	2635	198
930	2637	195
931	2640	192
932	2643	189
933	2645	186
934	2647	184
935	2650	181
936	2652	178
937	2655	175
938	2657	172
939	2659	169
940	2662	166
941	2664	164
942	2667	161
943	2669	158
944	2671	155
945	2674	152
946	2677	149
947	2679	146
948	2681	144
949	2684	141
950	2687	138
951	2690	135
952	2692	132
953	2696	130
954	2698	127
955	2701	124
956	2703	121
957	2706	118
958	2708	115
959	2711	112
960	2713	110
961	2715	107
962	2718	104
963	2721	101
964	2723	98
965	2725	95
966	2728	93
967	2730	90
968	2740	87
969	2742	84
970	2745	81
971	2747	79
972	2749	76
973	2752	73
974	2754	70
975	2756	67
976	2759	64
977	2761	62
978	2764	59
979	2766	56
980	2769	53
981	2771	50
982	2774	47
983	2776	45
984	2778	42
985	2781	39
986	2783	36
987	2786	33
988	2788	31
989	2792	28
990	2796	25
991	2800	22
992	2802	19
993	2805	16
994	2807	14
995	2810	11
996	2812	8
997	2815	5
998	2817	2
999	2820	0
