iter	Logloss
285	0.2476015901
286	0.2470944781
287	0.2467874522
288	0.2460229055
289	0.2454356849
290	0.2445780663
291	0.2441701936
292	0.2436722346
293	0.2430286542
294	0.2425273839
295	0.2420503968
296	0.2414099296
297	0.2409999035
298	0.2405230088
299	0.2397241485
300	0.2392187181
301	0.2387163445
302	0.2383796811
303	0.2379096557
304	0.2374938637
305	0.2370931109
306	0.2365550572
307	0.2361242029
308	0.2357134798
309	0.2353626524
310	0.2350730809
311	0.2345589592
312	0.233979054
313	0.2336444744
314	0.2333724159
315	0.2326897212
316	0.2323980125
317	0.2320505565
318	0.2316706812
319	0.2313049944
320	0.2309375174
321	0.2305887551
322	0.2301417351
323	0.2297915942
324	0.2292766458
325	0.2288137977
326	0.2284947799
327	0.2281332859
328	0.2277027438
329	0.2271667037
330	0.2268225351
331	0.22646549
332	0.2261047332
333	0.2255791642
334	0.2249685823
335	0.2244187116
336	0.2240731849
337	0.2235882581
338	0.2230727082
339	0.2228115149
340	0.2223825865
341	0.2219497183
342	0.2214894382
343	0.2209209359
344	0.2203857907
345	0.2201865609
346	0.2198231972
347	0.2194260705
348	0.2187876327
349	0.2182775143
350	0.218052871
351	0.2177363093
352	0.2173733759
353	0.2169498503
354	0.2164612206
355	0.2162582362
356	0.2158842078
357	0.2156069857
358	0.2154118725
359	0.2149664867
360	0.2145919265
361	0.2140051078
362	0.2137431131
363	0.2133157045
364	0.2126732546
365	0.2121903233
366	0.2117613127
367	0.2112672747
368	0.2108189786
369	0.2106271504
370	0.2103955526
371	0.2098694309
372	0.209618662
373	0.2093204588
374	0.2090721498
375	0.2086085796
376	0.2083642268
377	0.2080050447
378	0.207692834
379	0.2074645513
380	0.2071130431
381	0.2066392102
382	0.2063258419
383	0.2059642279
384	0.2056699043
385	0.205367903
386	0.2051843217
387	0.2047572918
388	0.2045214779
389	0.2043075936
390	0.2039818757
391	0.2034842419
392	0.2031885702
393	0.2027581121
394	0.2024137541
395	0.2020503396
396	0.2017693083
397	0.2014806348
398	0.2011744862
399	0.2009400322
400	0.2004932008
401	0.2000942055
402	0.1995790779
403	0.1994884376
404	0.1991256946
405	0.1989237059
406	0.1985794687
407	0.1981984713
408	0.1979296287
409	0.197577544
410	0.1973094306
411	0.1969885118
412	0.1965980446
413	0.1962416186
414	0.1959263661
415	0.1956009111
416	0.1952992503
417	0.1948711462
418	0.1944961086
419	0.1941319021
420	0.1938063579
421	0.1934241668
422	0.1931109664
423	0.1927763792
424	0.192498291
425	0.1919153116
426	0.191531133
427	0.1912605115
428	0.1910921385
429	0.1908910485
430	0.1904558209
431	0.190232483
432	0.1900188241
433	0.1898061673
434	0.1894677358
435	0.1891216237
436	0.1888909192
437	0.1887029808
438	0.1886127317
439	0.1882186984
440	0.1881390048
441	0.1879108901
442	0.1876529455
443	0.1874208401
444	0.1871728728
445	0.1869663972
446	0.1866970162
447	0.186455656
448	0.1861846514
449	0.1860113129
450	0.1857164888
451	0.1854069156
452	0.1852326412
453	0.1850205331
454	0.1848153371
455	0.1846211673
456	0.1844495795
457	0.1842037377
458	0.1840127706
459	0.1838133343
460	0.1836201659
461	0.1833056769
462	0.1829019966
463	0.1826925922
464	0.1824992288
465	0.1823439387
466	0.1820765491
467	0.1818200401
468	0.1815171619
469	0.1812922465
470	0.1810035049
471	0.1807103599
472	0.1803783311
473	0.1800559809
474	0.1797755918
475	0.1795277196
476	0.1793406874
477	0.1791421711
478	0.1787710506
479	0.1784386543
480	0.1781061319
481	0.1779802544
482	0.1777569585
483	0.177652875
484	0.1774496383
485	0.1772246411
486	0.1769735459
487	0.1764978273
488	0.1761491489
489	0.1758655778
490	0.1756485577
491	0.1753292504
492	0.1750985297
493	0.1747791203
494	0.1746099162
495	0.1743618856
496	0.1741481832
497	0.1739844478
498	0.1738659423
499	0.1736338251
500	0.1733452221
501	0.1729928268
502	0.1726445787
503	0.1725045895
504	0.1724515976
505	0.1722388789
506	0.1719569222
507	0.1717036692
508	0.171684698
509	0.1714693723
510	0.1712545703
511	0.1708407243
512	0.170677512
513	0.1703261922
514	0.170144346
515	0.1698390934
516	0.1695291382
517	0.1693098587
518	0.1690322247
519	0.1687731737
520	0.1686165338
521	0.1683087582
522	0.1680060126
523	0.1677771652
524	0.1675716859
525	0.167339779
526	0.1671705987
527	0.1670007703
528	0.1667903906
529	0.1666582725
530	0.1664114201
531	0.1661483527
532	0.1658296199
533	0.165631747
534	0.165257472
535	0.1650149735
536	0.1647547168
537	0.1643440161
538	0.1642207118
539	0.1639672584
540	0.1636891544
541	0.1636351795
542	0.1633776131
543	0.1629722132
544	0.1627968185
545	0.1626362248
546	0.1624967275
547	0.1623230216
548	0.1621465149
549	0.1618130169
550	0.1614914219
551	0.1612840228
552	0.161132337
553	0.1608864554
554	0.1605784828
555	0.1605071674
556	0.1602702432
557	0.1601132307
558	0.1598572262
559	0.1595720027
560	0.1593736563
561	0.1592015867
562	0.1590583622
563	0.1588670001
564	0.1586873039
565	0.1584492376
566	0.1583079718
567	0.1579826333
568	0.1578294143
569	0.1575375459
570	0.1573096875
571	0.1571679913
572	0.1569321004
573	0.1566927164
574	0.1566418811
575	0.1564562347
576	0.1562581819
577	0.1560223516
578	0.1560070352
579	0.1557444131
580	0.1554457098
581	0.1552182017
582	0.1550084446
583	0.1547985553
584	0.1546469125
585	0.1544078273
586	0.1541718564
587	0.1540234132
588	0.1539519425
589	0.1536063957
590	0.1534803577
591	0.1532172698
592	0.1530679822
593	0.1527710641
594	0.1525474852
595	0.1522746385
596	0.1521496701
597	0.1520545463
598	0.151869345
599	0.1515705943
600	0.1513766524
601	0.1511532591
602	0.1509229364
603	0.1507641825
604	0.1506313174
605	0.1504848275
606	0.1502671204
607	0.1500309084
608	0.1498693969
609	0.149601093
610	0.149386554
611	0.1492604363
612	0.1490954008
613	0.1488994231
614	0.1487097174
615	0.148583646
616	0.1483967982
617	0.1480748971
618	0.1478876566
619	0.1477081954
620	0.1474529324
621	0.1472229772
622	0.1471197024
623	0.1469758336
624	0.1468265907
625	0.1465233063
626	0.1463706652
627	0.1462318293
628	0.1460894096
629	0.1459075184
630	0.1456560264
631	0.14523717
632	0.14511918
633	0.1448926387
634	0.1447270368
635	0.1445901412
636	0.1444438928
637	0.1442429508
638	0.1440779961
639	0.1439254301
640	0.1438826162
641	0.1435688311
642	0.143377516
643	0.1432658926
644	0.1431770708
645	0.1428621074
646	0.1426406492
647	0.1424936759
648	0.1422507751
649	0.1419936901
650	0.1418645007
651	0.1416773947
652	0.1415047222
653	0.1413551507
654	0.1412214932
655	0.1411589189
656	0.141122379
657	0.1408946362
658	0.140742773
659	0.140578995
660	0.1403991267
661	0.1402660661
662	0.1400347382
663	0.139890436
664	0.1396554988
665	0.1394878487
666	0.1393599383
667	0.139188919
668	0.1390262039
669	0.1388326297
670	0.1387384594
671	0.1385693985
672	0.1384111601
673	0.1382344662
674	0.1381184999
675	0.137903353
676	0.1378731642
677	0.1376529149
678	0.137432586
679	0.1372256451
680	0.1370348907
681	0.1369880902
682	0.136751989
683	0.1365699661
684	0.136396172
685	0.1362143917
686	0.1360466761
687	0.1358220703
688	0.1356315425
689	0.1356041086
690	0.1354410436
691	0.1353493261
692	0.1351547353
693	0.1350052174
694	0.1347501449
695	0.1347177887
696	0.1345615124
697	0.1343930373
698	0.1342642558
699	0.1340197039
700	0.1337998394
701	0.1335585597
702	0.1333853732
703	0.1331274039
704	0.1329855532
705	0.1327466435
706	0.1326508607
707	0.1325513828
708	0.1323467809
709	0.1321294867
710	0.1319296282
711	0.1318491023
712	0.1315215634
713	0.1314263664
714	0.1311950498
715	0.1311068977
716	0.1309879692
717	0.130811607
718	0.1305753318
719	0.1304638408
720	0.1303181546
721	0.1300963268
722	0.1299039456
723	0.1298084936
724	0.1295941565
725	0.1293273099
726	0.129157442
727	0.128994858
728	0.1289363634
729	0.1288816679
730	0.1287886417
731	0.1285670511
732	0.1283338281
733	0.1281761344
734	0.1279893386
735	0.127861622
736	0.1276454885
737	0.1274314641
738	0.1272867367
739	0.127170046
740	0.1270011927
741	0.1267859948
742	0.1265708889
743	0.1264236741
744	0.1262807805
745	0.1262397895
746	0.1260856067
747	0.1259830532
748	0.1257769501
749	0.1256645544
750	0.1254588142
751	0.1253363623
752	0.1252073611
753	0.1250115732
754	0.1248799143
755	0.1247126207
756	0.1245905584
757	0.1243686234
758	0.1242702374
759	0.12392157
760	0.1237191262
761	0.1236229272
762	0.1235430106
763	0.1232748263
764	0.123137976
765	0.1229701421
766	0.1227690957
767	0.12263894
768	0.1225115753
769	0.122422863
770	0.1221757967
771	0.1219965237
772	0.1218020462
773	0.1216965065
774	0.1215131959
775	0.1213715305
776	0.1212525119
777	0.1210994996
778	0.1209736983
779	0.1208563903
780	0.1207967524
781	0.1206775083
782	0.1205340573
783	0.1203527748
784	0.1202059465
785	0.1200577191
786	0.1199399106
787	0.1198397144
788	0.1196273906
789	0.1195202078
790	0.1193403961
791	0.1190892864
792	0.1189148156
793	0.1187505351
794	0.1186577292
795	0.1184888851
796	0.1183676623
797	0.1183273195
798	0.1182167369
799	0.1180897075
800	0.1178901258
801	0.1178105986
802	0.1176865897
803	0.1176078531
804	0.1175364625
805	0.1174427824
806	0.1173104845
807	0.1172185309
808	0.1170227413
809	0.1169137039
810	0.1168003788
811	0.1165711271
812	0.1164971969
813	0.1163640408
814	0.1162374395
815	0.1160904421
816	0.1159750397
817	0.1158300735
818	0.1157207222
819	0.115562766
820	0.1154038745
821	0.1153485995
822	0.1152116778
823	0.1150530374
824	0.1149765018
825	0.1149260724
826	0.1147609762
827	0.1146858805
828	0.1145825312
829	0.1144241175
830	0.1141643803
831	0.1139974448
832	0.1138414903
833	0.1137595571
834	0.1136894611
835	0.1135262482
836	0.1133750418
837	0.1132498376
838	0.1131895038
839	0.1130661003
840	0.1130173735
841	0.1129025631
842	0.1128174135
843	0.1127104761
844	0.1126142817
845	0.1124778509
846	0.112299823
847	0.1121822593
848	0.1120802387
849	0.1118963285
850	0.1117899793
851	0.1116440224
852	0.1114843988
853	0.1113354789
854	0.1112834611
855	0.1111381415
856	0.111032624
857	0.1109680428
858	0.1108702192
859	0.1107591472
860	0.110694974
861	0.110513473
862	0.1103389618
863	0.1102369386
864	0.1100840165
865	0.1098213966
866	0.1096204138
867	0.1094963372
868	0.1093578901
869	0.1092576234
870	0.1091343317
871	0.1090949162
872	0.1090212369
873	0.1087706456
874	0.1086193342
875	0.1084006338
876	0.1082998746
877	0.1081817724
878	0.1081134679
879	0.1079624731
880	0.1078937693
881	0.107700021
882	0.1075497215
883	0.1074200623
884	0.1073044255
885	0.1071752947
886	0.1071289025
887	0.1070052755
888	0.1068349482
889	0.106717282
890	0.1065777135
891	0.1064818134
892	0.1062769512
893	0.106127194
894	0.105926901
895	0.1058276717
896	0.105739644
897	0.1055622575
898	0.1053789852
899	0.1052657939
900	0.1051175933
901	0.1050509769
902	0.1049846611
903	0.1048882702
904	0.104876292
905	0.1047938801
906	0.1046608284
907	0.104566788
908	0.1045115468
909	0.1042898783
910	0.1041889793
911	0.1040763514
912	0.1039818687
913	0.1039182208
914	0.1037950169
915	0.1036573511
916	0.1035292949
917	0.1034791859
918	0.1033165388
919	0.1032186312
920	0.1031178057
921	0.1029765362
922	0.1028175287
923	0.1026362508
924	0.1025380305
925	0.1024400377
926	0.1023051301
927	0.102141819
928	0.1019801585
929	0.1018766653
930	0.1017095205
931	0.1016015223
932	0.1015145414
933	0.1014070232
934	0.1013546223
935	0.1012499687
936	0.1011295477
937	0.1010451993
938	0.100906161
939	0.1008534301
940	0.1007655585
941	0.1006673465
942	0.1005758923
943	0.1004452759
944	0.1003632119
945	0.1002002794
946	0.1000574122
947	0.09986041128
948	0.09977882803
949	0.09965204494
950	0.09957505252
951	0.09941239985
952	0.0993708339
953	0.09926786738
954	0.09922258446
955	0.09909200115
956	0.09898075128
957	0.09884345498
958	0.09869982731
959	0.09847770027
960	0.09831436562
961	0.09819114684
962	0.0981427131
963	0.09805698312
964	0.09786088006
965	0.09778132331
966	0.09769132903
967	0.09763209309
968	0.09754934507
969	0.09747639799
970	0.09736093731
971	0.09729866431
972	0.09725293378
973	0.09715720775
974	0.09701396499
975	0.09690885548
976	0.09682155029
977	0.0966780565
978	0.09655065409
979	0.09650599452
980	0.0963438339
981	0.09627389466
982	0.09616457962
983	0.09606879777
984	0.09594212625
985	0.09586026532
986	0.09575952936
987	0.09570595127
988	0.09559104437
989	0.09549971017
990	0.09540885935
991	0.09524252624
992	0.09508635055
993	0.09502226996
994	0.09496586907
995	0.09484559365
996	0.09478833687
997	0.09471763176
998	0.09457756534
999	0.09441368874
